,Unnamed: 0,user_name,user_description,user_location,user_verification,date,text,hashtags,source,retweets
16,16,Gundham Thoughts 🐹,"Gundham Tanaka (田中 眼蛇夢), is a student of Hope's Peak Academy's Class 77-B, and a participant of the Killing School Trip featured in Danganronpa 2: Goodbye Despa",Jabberwock Island,False,2022-06-23 11:22:26,"Hamsters are rodents (order Rodentia) belonging to the subfamily Cricetinae, which contains 19 species classified in seven genera. They have become established as popular small pets. The best known species of hamster is the golden or Syrian hamster (Mesocricetus a",,"Cheap Bots, Done Quick!",0
17,17,lova,,"she/her, aro, intp5w6, 18",False,2022-06-22 21:08:22,@marii_hsh1 yk what ı knew you would say that.. hamster or fish will be fine.. golden dog can also be. actually a good dog can be very good for you,,Twitter for Android,0
18,18,Flups,You had me at ‘Meat Tornado’.,,False,2022-06-22 20:29:05,@MIME_666 It’s a golden hamster when you retire.,,Twitter for iPhone,0
19,19,CNP TRANSACTION,Contact: @NyanchuNFT,,False,2022-06-22 11:44:09,"【Sold】
《Leelee-Golden hamster #01864》

Buyer：sizimin
Price：0.99ETH / 1086.82USD
Tx Time(JST)：2022-06-22 20:43:24
***********************
Owners：4396
Floor Price：0.649ETH
Total Volume：1763ETH
#CryptoNinjaPartners #CNP
https://t.co/Fokwz9Nak8",,CNP TRANSACTION APP,0
20,20,Ronnie Lopes,I love music and making arts and crafts.,"Columbus, IN",False,2022-06-22 10:10:18,"A few days ago, I decided to adopt a hamster. I named her Eevee, because of her personality is similar to Eevee. Shy, noisy, and playful. She’s a golden brown Syrian hamster.",,Twitter for iPhone,0
21,21,kevin lansdown,,"Richmond, London",False,2022-06-22 08:02:23,@Mike_Fabricant Is the Golden Hamster going with you?,,Twitter for iPhone,0
22,22,Drew Shardlow,"General Practitioner /
Software engineer /
Runner /
Old Git!",Bordeaux,False,2022-06-21 15:47:10,"@RhonddaBryant @mrjamesob I have recruited civil servants. It is a minefield. To suggest that proposing your mistress for a role is in any way normal, proper and not corrupt is patently absurd. I want two things. Michael Fabricant to stop using a golden hamster as a toupée and to stop being a BJ apologist",,Twitter for Android,0
23,23,CNP TRANSACTION,Contact: @NyanchuNFT,,False,2022-06-21 14:28:39,"【Sold】
《Leelee-Golden hamster #19228》

Buyer：kobayashi8888
Price：0.95ETH / 1042.91USD
Tx Time(JST)：2022-06-21 23:28:13
***********************
Owners：4374
Floor Price：0.65ETH
Total Volume：1730ETH
#CryptoNinjaPartners #CNP
https://t.co/WOwwQe2E6C",,CNP TRANSACTION APP,0
24,24,CNP TRANSACTION,Contact: @NyanchuNFT,,False,2022-06-21 13:20:14,"【Sold】
《Leelee-Golden hamster #20719》

Buyer：chihah
Price：2.0ETH / 2195.6USD
Tx Time(JST)：2022-06-21 22:17:43
***********************
Owners：4374
Floor Price：0.64ETH
Total Volume：1726ETH
#CryptoNinjaPartners #CNP
https://t.co/cXjJGMj8qY",,CNP TRANSACTION APP,0
25,25,Flip Alerts,A friendly robot tasked with finding alpha in the NFT ecosystem. Feedback welcome @flip_xyz,,False,2022-06-21 13:18:31,"Sale 223% Above Floor

Leelee-Golden hamster #20719 sold for 2 ETH ($2,293.18)

CryptoNinja Partners floor: 0.62
Flip Rarity Score: 522.8 (3,904/22,222)

https://t.co/T2QsYjBGsK",,flip-alerts,0
26,26,Patrickschaub,,,False,2022-06-23 18:32:40,@OccupyDemocrats Florida people Love Disney. They help keep property taxes down plus employ a good amount of people in Florida. You screw with the mouse you screw with Florida. HELP THE MOUSE KICK DESANTIS OUT. A VOTE FOR BLUE IS A VOTE TO MICKY &amp; MINNY,,Twitter for Android,0
27,27,Gail Lynch,I have quite the comedic touch,,False,2022-06-23 13:59:25,"@Jomomma53168572 @OccupyDemocrats @CherylL82972029 Florida is a wasteland of idiots and greed. Florida will never get a penny from me. I feel bad for the women, and the people that really need help in Florida. Not to mention the natural beauty that is being destroyed every day of the week. I agree with Mickey Mouse.",,Twitter for iPhone,1
28,28,Toks Nilhaw,Progressive: I pledge allegiance to liberty and justice for all. Isn't that the important part? Don't care if you follow me back. Peace.,South Florida,False,2022-06-23 13:35:13,"It appears had two ""Florida Men"" run for governor last time. No one could have been more divisive than DeSantis. He could not find a way to get along with Mickey Mouse. He hired a whacko doctor for attorney general. He's a spoiled jerk.
  https://t.co/Ajp4bB7nAa",,Twitter Web App,0
29,29,🇺🇸🍊 the white mouse,"VERIFY EVERYTHING *even salt looks like sugar
🚀💫
 @elonmusk
@DefiantLS 
@Liz_Wheeler",🇺🇸 USA ,False,2022-06-23 12:32:29,"200+ teens broke into an $8 MILLION dollar mansion in Santa Rosa, Florida (30 minutes west of Destin Beach) for partying, drinking, drugs, looting, sex, &amp; even posted pictures on social media.
https://t.co/F3KqJA6d7n
🚨 Neighbors Called The Police",,Twitter Web App,10
30,30,Mike Friedman,"former used bookseller, author of The Carriage Driver series",California,False,2022-06-23 12:00:03,"Peggy Cole's, The Pub - Cat &amp; mouse &amp; murder: Florida is the setting, survival is the game. https://t.co/tmMlUzyyH6 https://t.co/E9kwCo0gfY",,SweeterTweet,0
31,31,mightymouse,"Bartender and CNA and cook #SWAT🇺🇸#true blue#voteBiden#Trumpsawhacko, fur baby mama, cancer surthrivor ☺️🇺🇦🇺🇦#StandWithUkraine",,False,2022-06-23 05:56:03,"Florida Governor Ron “ DeathSantis” DeSantis has that nickname because he did NOTHING for Floridians during Covid murdering thousands. He is also a Nazi sympathizer, hangs out with pedophile Matt Gaetz, HATES Mickey Mouse and LOVES seditious groups like the Oathkeepers! https://t.co/KzT2xCtpOc",,Twitter for iPhone,1
32,32,Brandon Evans,#WPS 🐗#Milehighbasketball #GoAvsGo #GoPackGo,"Denver, CO",False,2022-06-23 04:41:00,@SteveStaeger I knew ppl in Florida were still mad at Mickey Mouse,,Twitter for iPhone,0
33,33,KYLE KUZMA FOR MVP (FIRE FORSYTHE),DC SPORTS SOLO UR FRANCHISE 🤣| block = i own you 🤡 | #1 Tom WilGOAT fan | #1 KuzGOAT Fan | CurBust is 0-5 in the finals in my book 📚 |#DCABOVEALL #ALLCAPS,,False,2022-06-23 03:28:16,"@TBLightning Wow. I won free tickets to Disneyworld in a contest at work, for some reason it said “Amalie Arena, Tampa, Florida.” I drove to the address, confused, and saw none other than StamBust selling cheesesteaks and KucheFlop, in a Mickey Mouse costume. Shame on you BoLts!",,Twitter for iPhone,1
34,34,ALEJANDRO KIRK SZN,#BillsMafia #GoHabsGo #WeTheNorth | not a troll | a big caufield enjoyer | Shane Wright will become the goat | i pull no bitches😢😢😢,,False,2022-06-23 03:27:56,"@TBLightning Wow. I won free tickets to Disneyworld in a contest at work, for some reason it said “Amalie Arena, Tampa, Florida.” I drove to the address, confused, and saw none other than Nikita Kucheflop selling cheesesteaks and Andrei Vasslilevskiy, in a Oversized Mickey Mouse costume.",,Twitter for iPhone,1
35,35,bu (39-30),autism bottled from its roots,2x pimpy 3x bape,False,2022-06-23 03:27:52,"@TBLightning I can’t believe it! I was having a great time at the putting green with my son in Florida when all of a sudden, a whole gang of people in Mickey Mouse costumes showed up. My son asked “Who are those guys?” To my amusement, it was the Tampa Bay Frauds!",,Twitter for iPad,0
36,36,🐇🌱Willow🌱🐇,33/Turbo Lesbian/They/She✨I use lists to follow artists!✨RT heavy✨💘@speedyelite💘Icon art by @_faefox_ Header by Leonora Carrington,,False,2022-06-18 14:33:53,"Birds spotted at the feeder since putting it up last week:

-Tufted titmouse (very common)
-Black-capped chickadee (common)
-Mourning dove (ground only, uncommon)
-House finch (uncommon)
-Carolina wren (rare)
-Northern flicker (only once)

And a very determined gray squirrel! https://t.co/6wBke30moQ",,Twitter for iPhone,0
37,37,Greeshma,"Much more muchier now...finally found my muchness... Ex-Armywoman,Birder,Dancer,Visual-Artist",land of the dawnlit mountains,False,2022-06-18 04:38:26,@geet_freebird @existentialand @pnkjshm @bindasfauji That tint of red on its belly....think it is the Red-bellied tree squirrel or Pallas's squirrel....only found in the NorthEast of the country,,Twitter for Android,0
38,38,BDJournal,Accelerates biodiversity data publication & dissemination. The 1st to offer integrated narrative & data within an article! Powered by @Pensoft & @ARPHAplatform,,False,2022-06-22 14:27:47,"🐿️This study gives a detailed assessment of the results from a population reinforcement of a European ground #squirrel's colony in south-eastern Bulgaria🇧🇬.

🔗Read more: https://t.co/6EAgtAncSh",,Twitter Web App,0
39,39,Isaiah Rowe,London/Surrey based Birder and passionate Wildlife Photographer | 20,,False,2022-06-19 17:47:17,Another image from last month whilst visiting a European Ground Squirrel colony. #TwitterNatureCommunity https://t.co/iZnmSpDuBq,"[{'text': 'TwitterNatureCommunity', 'indices': [81, 104]}]",Twitter for iPad,0
40,40,Essence of Lursa #StrongerTogether 🐾☂️🦎🌊,"#TheResistance #NeverForgetJanuary6th  #StandWithUkraine  #BLM *Mother, Sister, Daughter, Thinker, Empathetic, animal lover, an afghan maker 🌊💃🏽☂️🕸️🦎🐍🍒",,False,2022-06-15 16:00:28,"“Photo bomb” by Anne Lindner.
Animal: European Ground Squirrel
Location of shot: Vienna, Austria https://t.co/SKspeT1Q29",,Twitter Web App,1
41,41,Mary Keiser,Mom | Enjoying the Gift of Creativity in All 💚 |  Nature Lover | Storytelling | Film | Art | Photography | Music | Motto: Brighten Someone's Day,United States,False,2022-06-15 15:37:24,"The European ground squirrel is a voracious vegan. 😂😎

📸 Marie-Luce Hubert and Jean-Louis Klein

#Photography #nature #wildlife https://t.co/fFx0fB7l28","[{'text': 'Photography', 'indices': [97, 109]}]",Twitter for iPhone,4
42,42,GeekysCorner,I draw on my main @GeekyTheArtist • I'm asexual biromantic and go by any pronouns under the sun • I joke around here to avoid my crippling anxiety,Gay Land With The Bois,False,2022-06-22 02:29:17,"Larga Seal, Least Chipmunk, Lechwe, Lesser Bushbaby, Lion, Lion Tailed Macaque, Lion Tamarin, Little Brown Bat, Livingstone's Fruit Bat, Long Eared Hedgehog, Long Footed Tree Shrew, Macaque, Markhor, Marten, Masked Palm Civet, Moco, Mohol Galago, Moor Macaque, Moose,",,Twitter for Android,0
43,43,wasd,"Bot that makes fake bat facts.
Currently only for Pteropodoidea aka fruit bats.",Currently hiding in a cave,False,2022-06-15 12:42:07,Bat fact: The Aru flying fox and the Aldabra flying fox are both formulaic. 🦇,,"Cheap Bots, Done Quick!",0
44,44,Camptown Wiki,"The Camptown Wiki sings this song.

Forked from @wiki_tmnt. I look at random Wikipedia articles and try to form song lyrics out of them.",,False,2022-06-17 10:40:24,"Ashy-headed flying fox
Doo dah, doo dah
Battle of the Admin Box
Oh, doo dah day",,Camptown Wiki,0
0,0,GeekysCorner,I draw on my main @GeekyTheArtist • I'm asexual biromantic and go by any pronouns under the sun • I joke around here to avoid my crippling anxiety,Gay Land With The Bois,False,2022-06-22 02:21:49,"European Polecat, Fallow Deer, False Killer Whale, Fat Tailed Dunnart, Fin Whale, Fox, Francois' Langur, Gazelle, Gelada Baboon, Domestic Goat, Golden Monkey, Gorilla, Grant's Gazelle, Grey Headed Flying Fox, Grey Seal, Grey Squirrel, Grey Whale, Grey Wolf, Grizzly Bear,",,Twitter for Android,0
1,1,Randy Brown,"#Resist No DMs. Vote blue! Biden/Harris! FlyEaglesFly! From Philly. Play guitar/stringed instruments, glassblowing & softball. I follow back, No Magas, Ever.","From Philly, now Palm Bay, Fl.",False,2022-06-17 20:17:26,"Who is this? This kind of reminds me of MTG, maybe Boebert?? Tough call. 😁

Actually, it's a Grey Headed Flying Fox. Native to Australia. They are 12"" tall &amp; they have a wingspan of 3'! Wow, how would people with long hair like to have that tangled up in it?! https://t.co/qT3PcSAVYg",,Twitter for Android,0
2,2,Ganga,Food | Australian | Hindu,"Adelaide, Australia",False,2022-06-15 23:57:10,"@dee2 @sister_ratched Remember the new ""bird"" sound that was keeping us awake some nights? &amp; has been back ev night since, only not as rowdy. I've been going back and forth between it's a bird, it's an animal.... But current consensus is it is --- a bat. A Grey headed flying fox.",,TweetDeck,0
3,3,LowOrderPrimate,"Nothing to see here, move along...","Death Star, Undisclosed Sector",False,2022-06-15 02:05:19,"Roofhanger. Suspended grey headed flying fox (Pteropus poliocephalus), a megabat native to Australia. https://t.co/nSc7rHvTEY",,Twitter for Android,1
4,4,Megan Davidson,love science-based healthcare. hate health scams. chiropteraphile.,"Melbourne, Australia",False,2022-06-14 06:12:54,@lecanardnoir Lovely to see you use one of my favourite Vivien Jones photos of grey headed flying fox (Pteropus poliocephalus) mother and baby.,,Twitter for Android,0
5,5,wasd,"Bot that makes fake bat facts.
Currently only for Pteropodoidea aka fruit bats.",Currently hiding in a cave,False,2022-06-21 12:42:52,Bat fact: The Comoro rousette enjoys being salient. 🦇,,"Cheap Bots, Done Quick!",0
6,6,OSSIFRAGEBOT,An ill-advised bot that likes zoology and creature design a little too much. - Direct questions/comments/suggestions to @adinfinitam!,,False,2022-06-17 12:52:24,What if it had the wings of a Short-tailed roundleaf bat?,,"Cheap Bots, Done Quick!",0
7,7,Lisa Hager,,,False,2022-06-20 09:14:19,"The Makira roundleaf bat (Hipposideros demissus) is a vulnerable species from the Solomon Islands.

(Photo Alchetron)",,Twitter Web App,0
8,8,Olga Alvarez,,,False,2022-06-17 00:05:23,"The Makira roundleaf bat (Hipposideros demissus) is a vulnerable species from the Solomon Islands.

(Photo Alchetron)",,Twitter Web App,0
9,9,Teresa Samuel,,,False,2022-06-16 03:45:01,"The Makira roundleaf bat (Hipposideros demissus) is a vulnerable species from the Solomon Islands.

(Photo Alchetron)",,Twitter Web App,0
10,10,Margie Pope,,,False,2022-06-16 01:31:48,"The Makira roundleaf bat (Hipposideros demissus) is a vulnerable species from the Solomon Islands.

(Photo Alchetron)",,Twitter Web App,0
11,11,Felicia Price,,,False,2022-06-15 23:38:04,"The Makira roundleaf bat (Hipposideros demissus) is a vulnerable species from the Solomon Islands.

(Photo Alchetron)",,Twitter Web App,0
12,12,EveryBat,"Posted every bat species on Earth, now going through them all again. Bat facts & pics. Mostly accurate, random bat order",Earth,False,2022-06-15 14:52:00,"The Makira roundleaf bat (Hipposideros demissus) is a vulnerable species from the Solomon Islands.

(Photo Alchetron) https://t.co/H3juG5e9T2",,TweetDeck,30
13,13,The Bat-signal,"Tweeting random crucial bat facts from Wikipedia. This bot is written in #Rstats, code available on github. Made by @hammerheadbat. Avatar by @Blackmudpuppy",,False,2022-06-20 18:02:05,Hill's roundleaf bat: It meets the criteria for this designation because it has a potentially limited habitat for roosting. Habitat loss is ongoing through deforestation. https://t.co/aAVOl7wK2z #bats,,Bat fact tweeting,0
14,14,OSSIFRAGEBOT,An ill-advised bot that likes zoology and creature design a little too much. - Direct questions/comments/suggestions to @adinfinitam!,,False,2022-06-17 22:53:03,"What if it was a Aellen's roundleaf bat, with some features of a(n) Plumbeous Antvireo?",,"Cheap Bots, Done Quick!",0
15,15,EveryBat,"Posted every bat species on Earth, now going through them all again. Bat facts & pics. Mostly accurate, random bat order",Earth,False,2022-06-17 14:53:00,"The Natal long-fingered bat (Miniopterus natalensis).

(Photo bioinformatica) https://t.co/0rcWoAJ8V5",,TweetDeck,65
16,16,OSSIFRAGEBOT,An ill-advised bot that likes zoology and creature design a little too much. - Direct questions/comments/suggestions to @adinfinitam!,,False,2022-06-20 05:54:37,What if you mashed a Velvety fruit-eating bat and a White-bellied free-tailed bat AND a fish together?,,"Cheap Bots, Done Quick!",0
17,17,martyn sidwell,Keen Cleveland & Co Durham birder & photographer.  I enjoy all wildlife & travel,Middlesbrough,False,2022-06-23 17:04:23,We found this roosting group of Azores Noctule bats in a small cave in one of the Ponta Delgada Botanical Gardens.  Taken without flash in near darkness. Azores Noctule can often be seen flying in daytime in forested areas. https://t.co/TfEen49zTY,,Twitter Web App,0
18,18,Trinket Sorceress💫,"🌙| Hey, I’m Katie | Designer of headphone attachments for all aesthetics | •Gamer •3D Artist •Weeb | No Customs |",,False,2022-06-18 15:26:19,"Got to do these vibrant yellow bat wings for an order ✨ 
#Gamers #streamers #GamingSetup #aesthetic https://t.co/oO47FMVWB4","[{'text': 'Gamers', 'indices': [57, 64]}, {'text': 'streamers', 'indices': [65, 75]}, {'text': 'GamingSetup', 'indices': [76, 88]}, {'text': 'aesthetic', 'indices': [89, 99]}]",Twitter for iPhone,0
19,19,Everglades National Park,America’s Everglades—The largest subtropical wilderness in the United States.,South Florida,True,2022-06-20 20:35:30,"Did you know, the Everglades is home to five bat species including the endangered Florida bonneted bat?

Can you name another pollinator species found in the Everglades?",,Twitter Web App,1
20,20,Mizu Ming,"I'm kind of boring, sorry to anyone who chooses to follow me. 😥 I like anime/manga, playing video games and I'm a big time simp for BG3's Astarion. 💘",,False,2022-06-23 04:50:08,@BaguetteMagiqu7 What's this he is not accepting a little bit of goblin blood? And here I thought he said they wouldn't bat an eye if you sipped a little bit. 😋,,Twitter for Android,0
21,21,RE Harris007,Patriot and Ultramodernist!  Move over George Jetson!,,False,2022-06-20 14:09:41,"Tartaria &amp; History Channel, [Jun 20, 2022 at 7:40 AM]
Baby Goblin bat
I just wanted to share this little cutie with you !
Join us now
Channel:
https://t.co/A3ilR8DJBv
Chat:
https://t.co/nnp6PCHo80
 https://t.co/HuJBN6dtGG https://t.co/ixflaVhlgz",,Twitter for iPhone,0
22,22,H.A.Z.E😶‍🌫️💨,I don’t exist so if you ever met me it was a prank. #Mmemberville,"Cannabipolis, MJ",False,2022-06-23 19:32:29,@Walentino0 One bat loaf for you comrade https://t.co/HEH3BUbKfr,,Twitter for iPhone,0
23,23,🪷 𝕤𝕒𝕞𝕞𝕚 🪷,"Hey! I like video games, anime, silly lil e-books, & working out. You can find me at your local park playing PokemonGo under a tree. 🍃🌞❤️‍🔥@jigentou for art!","31 | they/she, USA",False,2022-06-23 19:08:04,"Don’t worry about the bat in my profile pic, he’s simply eating a banana 🍌",,Twitter for iPhone,0
24,24,caia 🔥 | is sometimes ia📚,INFP-T | reading & fan acc for seventeen,drowning in coffee,False,2022-06-23 14:09:31,"@miss_svtmafia @AhnXuazn_Voting banana boat beard bat

I am voting for #SEVENTEEN    at #MTVLAKPOPSEVENTEEN on #PremiosMTVMIAW @pledis_17","[{'text': 'SEVENTEEN', 'indices': [71, 81]}, {'text': 'MTVLAKPOPSEVENTEEN', 'indices': [88, 107]}, {'text': 'PremiosMTVMIAW', 'indices': [111, 126]}]",Twitter for iPhone,0
25,25,BadKnockKnockJokes,"Jokes like my kids tell, by @OtherMichael source https://t.co/F1qyhfNEZI",,False,2022-06-23 12:45:31,"River: Knock-knock!
Shi: Who's there?
River: Banana bat banana.
Shi: Banana bat banana who?
River: Banana bat banana pen!",,"Cheap Bots, Done Quick!",0
26,26,Bevis Musson,"Comics' answer to Kylie Minogue. 
I'm not a gender, I'm a physics paradox
bevismusson@gmail.com 
https://t.co/MWXx9ZDSmD
https://t.co/ogqwO0IVms",UK,False,2022-06-22 17:20:20,Are you ready for another Adventures In Possibly Ill-advised Purchase From BUM Bargains? I can tell you right off the bat the Oreos are *disgusting* and even the 11 year hates them. I am fully expecting the banana Jammie Dodgers to be even worse. https://t.co/0V9P2faiOe,,Twitter for Android,0
27,27,Nonsensical Gremlin~☆💚,"Ebi. 26. she/her. Pan/queer. Multi. CYJ. KJD. CSC. KSS. Stealer of sweaters, hoodies, & other shit. Enjoy your stay in my tweets",Hope World,False,2022-06-22 00:06:38,@acharcalla1022 Is this a lil bat full of banana????,,Twitter for Android,0
28,28,nikodoge99🇺🇦,14 | professional idiot | i mostly only block porn accounts | can’t stop taking Ls,Women’s Bathroom,False,2022-06-22 00:03:57,"@WholesomeMeme baby fruit bat tries to eat a banana whole
full clip is seen in “he tried to eat it all at once” by daily dose of internet",,Twitter for iPhone,0
29,29,ฏ๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎penetrator demon souls,"ฏ๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎๎ he swaggers through the physical realm like a vagabond
💜 @Filblarissa 💜",the area,False,2022-06-21 23:48:30,dude I love this fucking bat so much like that is WAY too much banana https://t.co/gIg5xsencX,,Twitter Web App,0
30,30,♡Yor’s Headband♡,"♥️Yor Forger, my beloved♥️| #1 Yor Forger Simp | ♡ @NinoNakanosSIMP is my bestie westie forever♡| She/her🌺 | Tu mama (￣^￣)ゞ |𓁹‿𓁹|","Chicago, IL | 🇲🇽🇺🇸🏳️‍🌈",False,2022-06-21 16:15:21,"@tofuraisu Is there conflict arising with a bat enjoying a yummy, delicious, and healthy banana🤔 https://t.co/dQyUZ5rv6T",,Twitter for iPhone,0
31,31,eggie,sad | meep | uwus | 爱殇,ᓚᘏᗢ,False,2022-06-21 16:12:15,@YorForgersSIMP is that a bat eating banana???,,Twitter for Android,0
32,32,Ace of Hearts Lyrics Bot,A bot that tweets lyrics from songs by @aceofhearts,,False,2022-06-23 18:57:22,"She stared at me with her smoky eyes across the room, but you didn't bat an eye",,"Cheap Bots, Done Quick!",0
33,33,JRW,"Classical Liberal.
Publisher.
Author: Millennial Common Sense.
Anti-War Liberty Activist c.2010.
Named in @WikiLeaks dragnet docs.
#RONPAULREVOLUTION/#ENDTHEFED","Stonewall County, Texas",False,2022-06-23 02:32:57,"@BitchyLiberty guineas, random woodchip pile somewhere, bat houses, flower gardens, knocking down any and all tall grass in a wide radius around you, trimming back shrubs and trees for the air and birds to come thru, keeping a smoky outdoor fire going if you know you won't let the fire go free",,Twitter Web App,0
34,34,David Cranmer Underdown,,,False,2022-06-22 15:49:24,"than a sick bat shitting in the pigpen of a famished hog that’s about to be served up as a smoky link.”

In 2004, a researcher at VECTOR died after accidentally pricking herself with a needle contaminated with the Ebola virus dubbed “reckless prick volume II”.

On 17 September",,Twitter for iPhone,0
35,35,Ace of Hearts Lyrics Bot,A bot that tweets lyrics from songs by @aceofhearts,,False,2022-06-21 09:26:57,"She stared at me with her smoky eyes across the room, but you didn't bat an eye",,"Cheap Bots, Done Quick!",0
36,36,William Bacon,,,False,2022-06-18 22:55:08,@ConnerHKnapp where did you get the Vols hat with smoky leaning on a baseball bat? I need to have one,,Twitter for iPhone,0
37,37,Ace of Hearts Lyrics Bot,A bot that tweets lyrics from songs by @aceofhearts,,False,2022-06-18 19:26:06,"She stared at me with her smoky eyes across the room, but you didn't bat an eye",,"Cheap Bots, Done Quick!",0
38,38,Ace of Hearts Lyrics Bot,A bot that tweets lyrics from songs by @aceofhearts,,False,2022-06-16 02:57:07,"She stared at me with her smoky eyes across the room, but you didn't bat an eye",,"Cheap Bots, Done Quick!",0
39,39,Queen of Waistbeads,❄️ Waist beads ❄️ Necklaces & Anklets ❄️ Worldwide ✈️🌏 ❄️ DM for Pricing & Deliveries ❄️Real Queens fixes each other’s Crown 👸,,False,2022-06-15 19:18:00,Moon phases bat and obsidian crystals Anklet &amp; braccelet with hanging smoky aura Quartz point. https://t.co/wYmoy5rhKv,,Twitter for Android,2
40,40,Gina,local transgender lesbian that plays games with all types of prefixes to them. I do art sometimes,,False,2022-06-23 18:12:28,"[if OFF was an early 2000s 3D game]

Magazine Ad: Everybody’s getting OFF

[photo of people on their computers making orgasm faces]

You should too.

[photo of a guy dressed like The Batter with his baseball bat in a suggestive position]

OFF, an action-packed RPG by Mortis Ghost",,Twitter for iPhone,0
41,41,VJMS,,,False,2022-06-23 17:24:48,"Excited to share the latest addition to my #etsy shop: Cell Phone Charm Dust Plug Keychain Zipper Pull 3.5mm Audio Jack, Clip on or Strap Cute Halloween Limited Edition Witch Ghost Bat Pumpkin! https://t.co/j0Tql9dtjC #cellphonecharm #keychain #zipperpull #halloween #w https://t.co/IJtQTZN8s9","[{'text': 'etsy', 'indices': [43, 48]}]",Etsy,0
42,42,Jenny Gibbons,equal opportunity offender,,False,2022-06-23 17:21:41,@KatiePavlich Lightfoot aka Beetlejuice is bat 💩 crazy! Thugs don’t obey gun laws. Gotta love ghost guns.,,Twitter for iPhone,0
43,43,l,,,False,2022-06-23 17:09:45,bat aq happy everytime someone close to me leaves or mo ghost,,Twitter for iPhone,0
44,44,Andrew Okere,,,False,2022-06-23 15:13:16,"Hon, Some Ike went to UK and have not return and you want some BAT and Atikulated to visit USA? The ghost of frozen drug account and convicted congress man is still hovering all over the land. Be warned. https://t.co/L1LpceidIJ",,Twitter Web App,3
45,45,Ethereal Dufus,"⭐️24⭐️She/They 👻 I’m Brodie✨and I’m mostly here for the art💫 also ACAB, BLM✊🏻", ,False,2022-06-23 14:38:30,@DSiiiiiix omg the one with the bat,,Twitter for iPhone,0
46,46,Eniola.f ♒,Part Time Punter/Mobile money agent/ Internet Marketer/ 1000330459 V bank,ogun state ,False,2022-06-23 14:33:00,@OBIdient_FC Until Bat gave up the ghost Before I could believe all these fanatic,,Twitter for Android,0
47,47,Hamzah,🚧🛑,,False,2022-06-23 13:35:03,@baylo__ @BOSSKUNLE7 Na ghost won vote for BAT? see the determination na,,Twitter for Android,0
48,48,✌︎('ω')✌︎4_𝓜🌸𝓝𝓪,No suppression 😎Uninteresting post no follow ❌No grouping ✨DM❌🚫💓updated New posts 👍💓 今後は皆が楽しめない投稿はフォローを外します。,,False,2022-06-23 12:56:37,"@ShotokuTech Uhhhh‼️

hit a ball with a bat💦

Really death will do us apart💦
Don’t return in ghost 😬💦😂😂😂 https://t.co/ItvklhHQFH",,Twitter for iPhone,0
49,49,Josh Lauritsen,"Occasional writer (IndyPopCon, former @concARTlive), occasional BYB capo, occasional sports hater. Once went viral because of a tattoo. Go Pack Go, Indy Forever",Indianapolis,False,2022-06-23 12:18:30,"@hodgjy @TTSO_James I think we always said if you get a single, ghost man can score, but not on a sacrifice fly. It got way more convoluted after, but you could tag them out so long as you got it before you got on base. Basically, they ran as fast as whoever was at bat",,Twitter for Android,0
50,50,toxic100bot,Toxic100bot connects the actions of the top 100 corporate air polluters (PERI Index) with the loss of the top 100 most endangered species.,,False,2022-06-22 06:35:28,"Today, Veolia Environnement's lobbyists are massacring the noble Cuban greater funnel eared bat.",,"Cheap Bots, Done Quick!",0
51,51,toxic100bot,Toxic100bot connects the actions of the top 100 corporate air polluters (PERI Index) with the loss of the top 100 most endangered species.,,False,2022-06-19 21:35:23,"Today, Invesco's chemicals are demolishing the soaring Cuban greater funnel eared bat.",,"Cheap Bots, Done Quick!",0
52,52,toxic100bot,Toxic100bot connects the actions of the top 100 corporate air polluters (PERI Index) with the loss of the top 100 most endangered species.,,False,2022-06-18 18:35:29,"Today, Total S.A.'s profit priorities are crushing the threatened Cuban greater funnel eared bat.",,"Cheap Bots, Done Quick!",0
53,53,Coco Guillotine,Boring weirdo with a heart of silver. Ask me about my reptilian agenda.,"New York, NY",False,2022-06-23 18:38:49,HILDEGARDE’S MF TOMB BAT https://t.co/T1wt443wAF,,Twitter for iPhone,0
54,54,EveryBat,"Posted every bat species on Earth, now going through them all again. Bat facts & pics. Mostly accurate, random bat order",Earth,False,2022-06-23 14:56:00,"Hildegarde's tomb bat (Taphozous hildegardeae) is a vulnerable species from Kenya &amp; Tanzania.

(Photos Paul Webala) https://t.co/N1473C2rwg",,TweetDeck,60
55,55,The Bat-signal,"Tweeting random crucial bat facts from Wikipedia. This bot is written in #Rstats, code available on github. Made by @hammerheadbat. Avatar by @Blackmudpuppy",,False,2022-06-18 09:01:46,"Hildegarde's tomb bat: This bat has a relatively small range, with a total area of occurrence of 20,000 km2 (7,700 sq mi). It is known from about ten different locations within that range. https://t.co/XhTl7njYvE #bats",,Bat fact tweeting,0
56,56,Katrina (Kat) Darikan,"Female/MPD/UK I’m a Lynxion, doing Furry & Feral art. feel free to chat",United Kingdom,False,2022-06-22 10:43:26,Request / Gift art for Kingston Skie (FB) of his handsome maned wolf boy Sloth! https://t.co/l5G9hYN1xf,,Twitter for iPad,0
